bp,name
GO:0046937,phytochelatin metabolic process
GO:0046938,phytochelatin biosynthetic process
GO:0046939,nucleotide phosphorylation
GO:0046940,nucleoside monophosphate phosphorylation
GO:0046942,carboxylic acid transport
GO:0046949,fatty-acyl-CoA biosynthetic process
GO:0046950,cellular ketone body metabolic process
GO:0046951,ketone body biosynthetic process
GO:0046963,3'-phosphoadenosine 5'-phosphosulfate transport
GO:0047484,regulation of response to osmotic stress
GO:0048015,phosphatidylinositol-mediated signaling
GO:0048017,inositol lipid-mediated signaling
GO:0048024,"regulation of mRNA splicing, via spliceosome"
GO:0048026,"positive regulation of mRNA splicing, via spliceosome"
GO:0048033,heme O metabolic process
GO:0048034,heme O biosynthetic process
GO:0048193,Golgi vesicle transport
GO:0048194,Golgi vesicle budding
GO:0048199,"vesicle targeting, to, from or within Golgi"
GO:0048200,Golgi transport vesicle coating
GO:0048205,COPI coating of Golgi vesicle
GO:0048207,"vesicle targeting, rough ER to cis-Golgi"
GO:0048208,COPII vesicle coating
GO:0048211,Golgi vesicle docking
GO:0048229,gametophyte development
GO:0048232,male gamete generation
GO:0048235,pollen sperm cell differentiation
GO:0048236,plant-type sporogenesis
GO:0048250,iron import into the mitochondrion
GO:0048254,snoRNA localization
GO:0048268,clathrin coat assembly
GO:0048278,vesicle docking
GO:0048280,vesicle fusion with Golgi apparatus
GO:0048284,organelle fusion
GO:0048285,organelle fission
GO:0048311,mitochondrion distribution
GO:0048312,intracellular distribution of mitochondria
GO:0048316,seed development
GO:0048354,mucilage biosynthetic process involved in seed coat development
GO:0048359,mucilage metabolic process involved in seed coat development
GO:0048364,root development
GO:0048366,leaf development
GO:0048367,shoot system development
GO:0048437,floral organ development
GO:0048438,floral whorl development
GO:0048439,flower morphogenesis
GO:0048440,carpel development
GO:0048443,stamen development
GO:0048444,floral organ morphogenesis
GO:0048449,floral organ formation
GO:0048461,flower structural organization
GO:0048466,androecium development
GO:0048467,gynoecium development
GO:0048468,cell development
GO:0048469,cell maturation
GO:0048478,replication fork protection
GO:0048479,style development
GO:0048481,plant ovule development
GO:0048506,regulation of timing of meristematic phase transition
GO:0048507,meristem development
GO:0048508,embryonic meristem development
GO:0048509,regulation of meristem development
GO:0048510,regulation of timing of transition from vegetative to reproductive phase
GO:0048511,rhythmic process
GO:0048513,animal organ development
GO:0048514,blood vessel morphogenesis
GO:0048518,positive regulation of biological process
GO:0048519,negative regulation of biological process
GO:0048522,positive regulation of cellular process
GO:0048523,negative regulation of cellular process
GO:0048527,lateral root development
GO:0048528,post-embryonic root development
GO:0048532,anatomical structure arrangement
GO:0048544,recognition of pollen
GO:0048545,response to steroid hormone
GO:0048564,photosystem I assembly
GO:0048571,long-day photoperiodism
GO:0048572,short-day photoperiodism
GO:0048573,"photoperiodism, flowering"
GO:0048574,"long-day photoperiodism, flowering"
GO:0048575,"short-day photoperiodism, flowering"
GO:0048577,"negative regulation of short-day photoperiodism, flowering"
GO:0048578,"positive regulation of long-day photoperiodism, flowering"
GO:0048580,regulation of post-embryonic development
GO:0048581,negative regulation of post-embryonic development
GO:0048582,positive regulation of post-embryonic development
GO:0048583,regulation of response to stimulus
GO:0048584,positive regulation of response to stimulus
GO:0048585,negative regulation of response to stimulus
GO:0048586,"regulation of long-day photoperiodism, flowering"
GO:0048587,"regulation of short-day photoperiodism, flowering"
GO:0048588,developmental cell growth
GO:0048589,developmental growth
GO:0048608,reproductive structure development
GO:0048609,multicellular organismal reproductive process
GO:0048638,regulation of developmental growth
GO:0048639,positive regulation of developmental growth
GO:0048640,negative regulation of developmental growth
GO:0048646,anatomical structure formation involved in morphogenesis
GO:0048653,anther development
GO:0048658,anther wall tapetum development
GO:0048731,system development
GO:0048759,xylem vessel member cell differentiation
GO:0048764,trichoblast maturation
GO:0048765,root hair cell differentiation
GO:0048767,root hair elongation
GO:0048825,cotyledon development
GO:0048827,phyllome development
GO:0048829,root cap development
GO:0048830,adventitious root development
GO:0048831,regulation of shoot system development
GO:0048856,anatomical structure development
GO:0048859,formation of anatomical boundary
GO:0048868,pollen tube development
GO:0048869,cellular developmental process
GO:0048870,cell motility
GO:0048878,chemical homeostasis
GO:0050000,chromosome localization
GO:0050482,arachidonic acid secretion
GO:0050657,nucleic acid transport
GO:0050658,RNA transport
GO:0050667,homocysteine metabolic process
GO:0050684,regulation of mRNA processing
GO:0050685,positive regulation of mRNA processing
GO:0050686,negative regulation of mRNA processing
GO:0050776,regulation of immune response
GO:0050778,positive regulation of immune response
GO:0050779,RNA destabilization
GO:0050789,regulation of biological process
GO:0050790,regulation of catalytic activity
GO:0050793,regulation of developmental process
GO:0050794,regulation of cellular process
GO:0050801,ion homeostasis
GO:0050821,protein stabilization
GO:0050826,response to freezing
GO:0050832,defense response to fungus
GO:0050879,multicellular organismal movement
GO:0050896,response to stimulus
GO:0050898,nitrile metabolic process
GO:0050918,positive chemotaxis
GO:0050982,detection of mechanical stimulus
GO:0050992,dimethylallyl diphosphate biosynthetic process
GO:0050993,dimethylallyl diphosphate metabolic process
GO:0051013,microtubule severing
GO:0051014,actin filament severing
GO:0051016,barbed-end actin filament capping
GO:0051017,actin filament bundle assembly
GO:0051026,chiasma assembly
GO:0051028,mRNA transport
GO:0051030,snRNA transport
GO:0051031,tRNA transport
GO:0051046,regulation of secretion
GO:0051049,regulation of transport
GO:0051050,positive regulation of transport
GO:0051052,regulation of DNA metabolic process
GO:0051053,negative regulation of DNA metabolic process
GO:0051054,positive regulation of DNA metabolic process
GO:0051055,negative regulation of lipid biosynthetic process
GO:0051056,regulation of small GTPase mediated signal transduction
GO:0051066,dihydrobiopterin metabolic process
GO:0051083,'de novo' cotranslational protein folding
GO:0051084,'de novo' post-translational protein folding
GO:0051085,chaperone cofactor-dependent protein refolding
GO:0051090,regulation of DNA-binding transcription factor activity
GO:0051091,positive regulation of DNA-binding transcription factor activity
GO:0051093,negative regulation of developmental process
GO:0051094,positive regulation of developmental process
GO:0051095,regulation of helicase activity
GO:0051096,positive regulation of helicase activity
GO:0051097,negative regulation of helicase activity
GO:0051098,regulation of binding
GO:0051103,DNA ligation involved in DNA repair
GO:0051123,RNA polymerase II preinitiation complex assembly
GO:0051125,regulation of actin nucleation
GO:0051127,positive regulation of actin nucleation
GO:0051128,regulation of cellular component organization
GO:0051129,negative regulation of cellular component organization
GO:0051130,positive regulation of cellular component organization
GO:0051131,chaperone-mediated protein complex assembly
GO:0051156,glucose 6-phosphate metabolic process
GO:0051168,nuclear export
GO:0051169,nuclear transport
GO:0051170,import into nucleus
GO:0051171,regulation of nitrogen compound metabolic process
GO:0051172,negative regulation of nitrogen compound metabolic process
GO:0051173,positive regulation of nitrogen compound metabolic process
GO:0051174,regulation of phosphorus metabolic process
GO:0051177,meiotic sister chromatid cohesion
GO:0051179,localization
GO:0051180,vitamin transport
GO:0051189,prosthetic group metabolic process
GO:0051202,phytochromobilin metabolic process
GO:0051204,protein insertion into mitochondrial membrane
GO:0051205,protein insertion into membrane
GO:0051211,anisotropic cell growth
GO:0051222,positive regulation of protein transport
GO:0051223,regulation of protein transport
GO:0051225,spindle assembly
GO:0051228,mitotic spindle disassembly
GO:0051230,spindle disassembly
GO:0051231,spindle elongation
GO:0051234,establishment of localization
GO:0051235,maintenance of location
GO:0051236,establishment of RNA localization
GO:0051238,sequestering of metal ion
GO:0051239,regulation of multicellular organismal process
GO:0051240,positive regulation of multicellular organismal process
GO:0051241,negative regulation of multicellular organismal process
GO:0051246,regulation of protein metabolic process
GO:0051247,positive regulation of protein metabolic process
GO:0051248,negative regulation of protein metabolic process
GO:0051252,regulation of RNA metabolic process
GO:0051253,negative regulation of RNA metabolic process
GO:0051254,positive regulation of RNA metabolic process
GO:0051258,protein polymerization
GO:0051259,protein complex oligomerization
GO:0051260,protein homooligomerization
GO:0051261,protein depolymerization
GO:0051273,beta-glucan metabolic process
GO:0051274,beta-glucan biosynthetic process
GO:0051275,beta-glucan catabolic process
GO:0051276,chromosome organization
GO:0051291,protein heterooligomerization
GO:0051298,centrosome duplication
GO:0051301,cell division
GO:0051302,regulation of cell division
GO:0051303,establishment of chromosome localization
GO:0051304,chromosome separation
GO:0051306,mitotic sister chromatid separation
GO:0051307,meiotic chromosome separation
GO:0051310,metaphase plate congression
GO:0051315,attachment of mitotic spindle microtubules to kinetochore
GO:0051316,attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation
GO:0051321,meiotic cell cycle
GO:0051325,interphase
GO:0051326,telophase
GO:0051329,mitotic interphase
GO:0051336,regulation of hydrolase activity
GO:0051338,regulation of transferase activity
GO:0051339,regulation of lyase activity
GO:0051340,regulation of ligase activity
GO:0051341,regulation of oxidoreductase activity
GO:0051345,positive regulation of hydrolase activity
GO:0051346,negative regulation of hydrolase activity
GO:0051347,positive regulation of transferase activity
GO:0051348,negative regulation of transferase activity
GO:0051349,positive regulation of lyase activity
GO:0051351,positive regulation of ligase activity
GO:0051353,positive regulation of oxidoreductase activity
GO:0051382,kinetochore assembly
GO:0051383,kinetochore organization
GO:0051391,tRNA acetylation
GO:0051410,detoxification of nitrogen compound
GO:0051415,microtubule nucleation by interphase microtubule organizing center
GO:0051418,microtubule nucleation by microtubule organizing center
GO:0051438,regulation of ubiquitin-protein transferase activity
GO:0051443,positive regulation of ubiquitin-protein transferase activity
GO:0051444,negative regulation of ubiquitin-protein transferase activity
GO:0051445,regulation of meiotic cell cycle
GO:0051446,positive regulation of meiotic cell cycle
GO:0051447,negative regulation of meiotic cell cycle
GO:0051452,intracellular pH reduction
GO:0051453,regulation of intracellular pH
